TABLE_NAME,TABLE_NUMBER,COMMODITY_DESCRIPTION,CLASS_DESCRIPTION,YEAR,REFERENCE_PERIOD_DESCRIPTION,LOCATION_DESCRIPTION,STATISTIC_DESCRIPTION,VALUE,UNIT_DESCRIPTION
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1986,September,THAILAND,FREIGHT ON BOARD PRICE,113,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,1986,October,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,1986,October,THAILAND,FREIGHT ON BOARD PRICE,180.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,1986,October,THAILAND,FREIGHT ON BOARD PRICE,161.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1986,October,THAILAND,FREIGHT ON BOARD PRICE,174.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1986,October,THAILAND,FREIGHT ON BOARD PRICE,161.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,1986,October,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,1986,October,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,1986,October,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1986,October,THAILAND,FREIGHT ON BOARD PRICE,112.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,1986,November,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,1986,November,THAILAND,FREIGHT ON BOARD PRICE,179.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,1986,November,THAILAND,FREIGHT ON BOARD PRICE,156.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1986,November,THAILAND,FREIGHT ON BOARD PRICE,174.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1986,November,THAILAND,FREIGHT ON BOARD PRICE,158.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,1986,November,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,1986,November,THAILAND,FREIGHT ON BOARD PRICE,136,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,1986,November,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1986,November,THAILAND,FREIGHT ON BOARD PRICE,105,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,1986,December,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,1986,December,THAILAND,FREIGHT ON BOARD PRICE,171.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,1986,December,THAILAND,FREIGHT ON BOARD PRICE,153,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1986,December,THAILAND,FREIGHT ON BOARD PRICE,166.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1986,December,THAILAND,FREIGHT ON BOARD PRICE,153.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,1986,December,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,1986,December,THAILAND,FREIGHT ON BOARD PRICE,131.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,1986,December,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1986,December,THAILAND,FREIGHT ON BOARD PRICE,99.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,1986,January,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,1986,January,THAILAND,FREIGHT ON BOARD PRICE,178.2,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,1986,January,THAILAND,FREIGHT ON BOARD PRICE,152.6,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1986,January,THAILAND,FREIGHT ON BOARD PRICE,172.8,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1986,January,THAILAND,FREIGHT ON BOARD PRICE,161.6,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,1986,January,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,1986,January,THAILAND,FREIGHT ON BOARD PRICE,137.4,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,1986,January,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1986,January,THAILAND,FREIGHT ON BOARD PRICE,106.8,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,1986,February,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,1986,February,THAILAND,FREIGHT ON BOARD PRICE,192.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,1986,February,THAILAND,FREIGHT ON BOARD PRICE,168,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1986,February,THAILAND,FREIGHT ON BOARD PRICE,187.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1986,February,THAILAND,FREIGHT ON BOARD PRICE,176,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,1986,February,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,1986,February,THAILAND,FREIGHT ON BOARD PRICE,153.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,1986,February,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1986,February,THAILAND,FREIGHT ON BOARD PRICE,120.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,1986,March,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,1986,March,THAILAND,FREIGHT ON BOARD PRICE,203.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,1986,March,THAILAND,FREIGHT ON BOARD PRICE,178.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1986,March,THAILAND,FREIGHT ON BOARD PRICE,198.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1986,March,THAILAND,FREIGHT ON BOARD PRICE,188.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,1986,March,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,1986,March,THAILAND,FREIGHT ON BOARD PRICE,167,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,1986,March,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1986,March,THAILAND,FREIGHT ON BOARD PRICE,131,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,1986,April,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,1986,April,THAILAND,FREIGHT ON BOARD PRICE,204.4,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,1986,April,THAILAND,FREIGHT ON BOARD PRICE,182.8,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1986,April,THAILAND,FREIGHT ON BOARD PRICE,199.4,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1986,April,THAILAND,FREIGHT ON BOARD PRICE,189.4,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,1986,April,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,1986,April,THAILAND,FREIGHT ON BOARD PRICE,167.2,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,1986,April,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1986,April,THAILAND,FREIGHT ON BOARD PRICE,132.8,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,1986,May,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,1986,May,THAILAND,FREIGHT ON BOARD PRICE,201.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,1986,May,THAILAND,FREIGHT ON BOARD PRICE,189.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1986,May,THAILAND,FREIGHT ON BOARD PRICE,197.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1986,May,THAILAND,FREIGHT ON BOARD PRICE,186.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,1986,May,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,1986,May,THAILAND,FREIGHT ON BOARD PRICE,166,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,1986,May,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1986,May,THAILAND,FREIGHT ON BOARD PRICE,136,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,1986,June,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,1986,June,THAILAND,FREIGHT ON BOARD PRICE,198,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,1986,June,THAILAND,FREIGHT ON BOARD PRICE,189.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1986,June,THAILAND,FREIGHT ON BOARD PRICE,196,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1986,June,THAILAND,FREIGHT ON BOARD PRICE,185.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,1986,June,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,1986,June,THAILAND,FREIGHT ON BOARD PRICE,167,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,1986,June,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1986,June,THAILAND,FREIGHT ON BOARD PRICE,141.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,1986,July,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,1986,July,THAILAND,FREIGHT ON BOARD PRICE,195.6,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,1986,July,THAILAND,FREIGHT ON BOARD PRICE,187,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1986,July,THAILAND,FREIGHT ON BOARD PRICE,190.8,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1986,July,THAILAND,FREIGHT ON BOARD PRICE,179.8,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,1986,July,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,1986,July,THAILAND,FREIGHT ON BOARD PRICE,163.6,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,1986,July,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1986,July,THAILAND,FREIGHT ON BOARD PRICE,148,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,1986,MARKETING,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,1986,MARKETING,THAILAND,FREIGHT ON BOARD PRICE,189.66,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,1986,MARKETING,THAILAND,FREIGHT ON BOARD PRICE,171.04,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1986,MARKETING,THAILAND,FREIGHT ON BOARD PRICE,184.72,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1986,MARKETING,THAILAND,FREIGHT ON BOARD PRICE,172.86,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,1986,MARKETING,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,1986,MARKETING,THAILAND,FREIGHT ON BOARD PRICE,154.33,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,1986,MARKETING,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1986,MARKETING,THAILAND,FREIGHT ON BOARD PRICE,122.4,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,1987,August,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,1987,August,THAILAND,FREIGHT ON BOARD PRICE,208.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,1987,August,THAILAND,FREIGHT ON BOARD PRICE,206.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1987,August,THAILAND,FREIGHT ON BOARD PRICE,204,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1987,August,THAILAND,FREIGHT ON BOARD PRICE,192.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,1987,August,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,1987,August,THAILAND,FREIGHT ON BOARD PRICE,180.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,1987,August,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1987,August,THAILAND,FREIGHT ON BOARD PRICE,167.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,1987,September,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,1987,September,THAILAND,FREIGHT ON BOARD PRICE,255.2,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,1987,September,THAILAND,FREIGHT ON BOARD PRICE,257.2,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1987,September,THAILAND,FREIGHT ON BOARD PRICE,250.2,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1987,September,THAILAND,FREIGHT ON BOARD PRICE,239.6,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,1987,September,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,1987,September,THAILAND,FREIGHT ON BOARD PRICE,223.4,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,1987,September,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1987,September,THAILAND,FREIGHT ON BOARD PRICE,195,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,1987,October,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,1987,October,THAILAND,FREIGHT ON BOARD PRICE,272.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,1987,October,THAILAND,FREIGHT ON BOARD PRICE,267.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1987,October,THAILAND,FREIGHT ON BOARD PRICE,266.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1987,October,THAILAND,FREIGHT ON BOARD PRICE,256.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,1987,October,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,1987,October,THAILAND,FREIGHT ON BOARD PRICE,228,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,1987,October,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1987,October,THAILAND,FREIGHT ON BOARD PRICE,210,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,1987,November,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,1987,November,THAILAND,FREIGHT ON BOARD PRICE,259.75,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,1987,November,THAILAND,FREIGHT ON BOARD PRICE,246.5,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1987,November,THAILAND,FREIGHT ON BOARD PRICE,254.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1987,November,THAILAND,FREIGHT ON BOARD PRICE,242.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,25-PERCENT BROKEN,1987,November,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,35-PERCENT BROKEN,1987,November,THAILAND,FREIGHT ON BOARD PRICE,224.25,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SUPER,1987,November,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,A.1 SPECIAL,1987,November,THAILAND,FREIGHT ON BOARD PRICE,189,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,FRAGRANT WHITE RICE,1987,December,THAILAND,FREIGHT ON BOARD PRICE,NA,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,100-PERCENT GRADE B,1987,December,THAILAND,FREIGHT ON BOARD PRICE,261.2,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT PARBOILED,1987,December,THAILAND,FREIGHT ON BOARD PRICE,235.6,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,5-PERCENT BROKEN,1987,December,THAILAND,FREIGHT ON BOARD PRICE,255.6,DOLLARS PER METRIC TON
"Thailand milled rice prices, f.o.b. Bangkok, 1985/86 to present",25,RICE,15-PERCENT BROKEN,1987,December,THAILAND,FREIGHT ON BOARD PRICE,242,DOLLARS PER METRIC TON
